Manufacturer,Model,Year,Type,SubType,Size_Class,Price,Currency,Serial_Number,Meter_Reads,Meter_Reads_UOM,URL,Seller_City,Seller_State,Seller_Zip,Seller_Country,Seller_Name,Condition,Machine_Location
Hitachi,ZX300LC-6,2019,Excavators,Large Excavators,249 hp,250300,USD, 1FFDDP70CKF840526, 1028,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx300lc-6/id/34813020, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
Hitachi,ZX300LC-6,2019,Excavators,Large Excavators,249 hp,248300,USD, 1FFDDP70JJF840507, 1966,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx300lc-6/id/28944445, ORLANDO,FL, 32804,US,Dobbs Equipment,Cab w/ AC," Orlando, FL"
John Deere,300G LC,2020,Excavators,Large Excavators,223 hp,241300,USD, 1FF300GXVKF731447, 834,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/300g_lc/id/36778562, ORLANDO,FL, 32804,US,Dobbs Equipment,Cab w/ AC," Orlando, FL"
John Deere,350G LC,2019,Excavators,Large Excavators,299 hp,240300,USD, 1FF350GXHKF814138, 1735,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350g_lc/id/34828639, ORLANDO,FL, 32804,US,Dobbs Equipment,Cab w/ AC," Orlando, FL"
Hitachi,ZX300LC-6,2019,Excavators,Large Excavators,249 hp,217100,USD, 1FFDDP70PKF840540, 379,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx300lc-6/id/38502258, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
Hitachi,ZX250LC-6,2019,Excavators,Large Excavators,177 hp,210300,USD, 1FFDC270VKF440246, 135,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx250lc-6/id/34852700, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
Hitachi,ZX250LC-6,2019,Excavators,Large Excavators,177 hp,188100,USD, 1FFDC270VKF440232, 1671,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx250lc-6/id/34828613, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
Hitachi,ZX245USLC-6,2018,Excavators,Large Excavators,159 hp,169995,USD, HCMDFD60C00700168, 1403,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx245uslc-6/id/36494656, ORLANDO,FL, 32804,US,Dobbs Equipment,Cab w/ AC," Orlando, FL"
Hitachi,ZX210LC-6,2019,Excavators,Large Excavators,160 hp,168300,USD, 1FFDC571LJF340563, 903,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx210lc-6/id/39766352, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
John Deere,130G LC,2019,Excavators,Standard Excavators,Null,145300,USD, 1FF130GXCKF042456, 569,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/130g_lc/id/34828616, ORLANDO,FL, 32804,US,Dobbs Equipment,Null," Orlando, FL"
John Deere,300G LC,2016,Excavators,Large Excavators,223 hp,126995,USD, 1FF300GXPFF730234, 3815,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/300g_lc/id/33042947, ORLANDO,FL, 32804,US,Dobbs Equipment,Cntrl Pattern Select," Orlando, FL"
Hitachi,ZX30U-5,2019,Excavators,Mini Excavators,23 hp,38300,USD, HCMADQ60K00266946, 94,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx30u-5/id/36931458, ORLANDO,FL, 32804,US,Dobbs Equipment,Pilot Controls," Orlando, FL"
John Deere,245G LC,2017,Excavators,Large Excavators,159 hp,187000,USD, 1FF245GXPGF800135, 3997,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/245g_lc/id/37591201, DULUTH,MN, 55811,US,McCoy Construction & Forestry,Cab w/ AC," Duluth, MN"
John Deere,135G,2017,Excavators,Standard Excavators,97 hp,144000,USD, 1FF135GXAGF500147, 2188,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/135g/id/39479642, DULUTH,MN, 55811,US,McCoy Construction & Forestry,Cab w/ AC," Duluth, MN"
Hitachi,Z85,2015,Excavators,Mini Excavators,Null,92000,USD, HCMDEF60L00017955, 288,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/z85/id/36639004, DULUTH,MN, 55811,US,McCoy Construction & Forestry,Cab w/ AC," Duluth, MN"
Caterpillar,E110B,1990,Excavators,Standard Excavators,79 hp,24000,USD, 8MF00171, 4252,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/e110b/id/39698082, DULUTH,MN, 55811,US,McCoy Construction & Forestry,Cab w/o AC," Duluth, MN"
Case,CX210D,2020,Excavators,Large Excavators,160 hp,0,USD, NKS7H2167, 110,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx210d/id/28066580, HERMANTOWN,MN, 55811,US,Titan Machinery Inc,New," Hermantown (Duluth), MN"
Case,CX300D,2020,Excavators,Large Excavators,154 hp,0,USD, NKS7N1263, 8,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx300d/id/35680615, HERMANTOWN,MN, 55811,US,Titan Machinery Inc,New," Hermantown (Duluth), MN"
Case,CX160D,2021,Excavators,Standard Excavators,112 hp,0,USD, NLS7F1805, 32,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx160d/id/39064790, HERMANTOWN,MN, 55811,US,Titan Machinery Inc,New," Hermantown (Duluth), MN"
Liebherr,R956 LITRONIC,2019,Excavators,Large Excavators,Null,439000,USD, 1476-47683, 2095,Hours,https://www.constructionequipmentguide.com/used-equipment/liebherr/excavators/r956_litronic/id/36999867, DULUTH,MN, 55810,US,American State Equipment,Used," Duluth, MN"
Takeuchi,TB228,2014,Excavators,Mini Excavators,24 hp,23098,USD, 122803695, 2177,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb228/id/28991105, MELBOURNE,FL, 32935-5542,US,United Rentals,Null," Melbourne, FL"
Komatsu,PC360 LC-11,2018,Excavators,Large Excavators,271 hp,229000,USD, A36312, 4108,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc360_lc-11/id/33114600, ORLANDO,FL, 32824,US,Linder Industrial Machinery Co.,New," Orlando, FL"
Case,CX470C,2014,Excavators,Large Excavators,362 hp,192000,USD, NES6S1138, 5200,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx470c/id/20309915, ORLANDO,FL, 32824,US,Trekker Group,Used," Orlando, FL"
Komatsu,PC490 LC-11,2017,Excavators,Large Excavators,362 hp,172500,USD, A41416, 5812,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc490_lc-11/id/33114631, ORLANDO,FL, 32824,US,Linder Industrial Machinery Co.,Used," Orlando, FL"
Komatsu,PC360 LC-11,2017,Excavators,Large Excavators,271 hp,151500,USD, A35374, 6501,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc360_lc-11/id/33114632, ORLANDO,FL, 32824,US,Linder Industrial Machinery Co.,Used," Orlando, FL"
Caterpillar,335F LCR,2016,Excavators,Large Excavators,Null,149000,USD, E4648, 5739,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/335f_lcr/id/29914798, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Caterpillar,325FL,2016,Excavators,Large Excavators,Null,139000,USD, E4806, 2772,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325fl/id/37972539, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Caterpillar,328D LCR,2014,Excavators,Large Excavators,204 hp,125000,USD, E4473, 5323,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/328d_lcr/id/30209284, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Komatsu,PC490 LC-11,2017,Excavators,Large Excavators,362 hp,119000,USD, E4810, 7995,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc490_lc-11/id/37972535, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Caterpillar,336E,2012,Excavators,Large Excavators,316 hp,109000,USD, E4420, 7303,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336e/id/30616322, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Komatsu,PC360 LC-11,2018,Excavators,Large Excavators,271 hp,99000,USD, E4811, 8263,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc360_lc-11/id/37972536, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Caterpillar,328D LCR,2013,Excavators,Large Excavators,204 hp,99000,USD, E4633, 947,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/328d_lcr/id/28822059, ORLANDO,FL, 32824,US,"T-Quip Sales & Rentals, Inc.",Used," Orlando, FL"
Liebherr,R914 COMPACT LITRONIC,2018,Excavators,Standard Excavators,Null,0,USD, 1511-101474, 77,Hours,https://www.constructionequipmentguide.com/used-equipment/liebherr/excavators/r914_compact_litronic/id/32535130, FOREST LAKE,MN, 55025,US,American State Equipment,Used," Columbus (Forest Lake), MN"
Bobcat,E26,2021,Excavators,Mini Excavators,25 hp,0,USD, L063384,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e26/id/36754120, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,New," Little Canada, MN"
Bobcat,E32,2020,Excavators,Mini Excavators,25 hp,0,USD, L062012,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e32/id/34707615, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,New," Little Canada, MN"
Bobcat,E35I,2018,Excavators,Mini Excavators,Null,0,USD, B046066, 765,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e35i/id/38808526, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,Null," Little Canada, MN"
Bobcat,E20,2020,Excavators,Mini Excavators,14 hp,0,USD, B059432, 166,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e20/id/32761732, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,Used," Little Canada, MN"
Bobcat,E85,2019,Excavators,Mid-Sized Excavators,66 hp,0,USD, L051124, 619,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e85/id/23951912, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,Used," Little Canada, MN"
Bobcat,E10,2020,Excavators,Mini Excavators,10 hp,0,USD, L057925, 127,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e10/id/34824491, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,Used," Little Canada, MN"
Bobcat,E145,2020,Excavators,Mini Excavators,Null,0,USD, L059786, 120,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e145/id/31731588, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,Used," Little Canada, MN"
Bobcat,E85R,2021,Excavators,Mini Excavators,Null,0,USD, L063109,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e85r/id/38797858, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,New," Little Canada, MN"
Bobcat,E85R,2021,Excavators,Mini Excavators,Null,0,USD, L062972,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e85r/id/39735950, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,New," Little Canada, MN"
Bobcat,E26R,2021,Excavators,Mini Excavators,Null,0,USD, L064891,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e26r/id/39735949, LITTLE CANADA,MN, 55117,US,Tri-State Bobcat,New," Little Canada, MN"
Komatsu,PC490 LC-11,2019,Excavators,Large Excavators,362 hp,199500,USD, A42047, 8313,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc490_lc-11/id/31657092, VIRGINIA,MN, 55792,US,Road Machinery & Supplies Co.,New," Virginia, MN"
Komatsu,PC490 LC-11,2015,Excavators,Large Excavators,362 hp,189500,USD, A41190, 7676,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc490_lc-11/id/31657089, VIRGINIA,MN, 55792,US,Road Machinery & Supplies Co.,New," Virginia, MN"
John Deere,470GLC,2019,Excavators,Large Excavators,367 hp,405000,USD, 1FF470GXTJF236026, 1922,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/470glc/id/34174145, MCKINNEY,TX, 75069,US,RDO Equipment Company,Cab w/ AC," Burnsville, MN"
Hitachi,135G,2018,Excavators,Standard Excavators,Null,162600,USD, HCMDAT60K00200145, 902,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/135g/id/36362064, BURNSVILLE,MN, 55337,US,RDO Equipment Company,Cab w/ AC," Burnsville, MN"
Volvo,EC360B LC,2006,Excavators,Large Excavators,198 hp,79000,USD, 80233,Null,Null,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec360b_lc/id/3279383, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,11125," Burnsville, MN"
Volvo,EC210C,2007,Excavators,Large Excavators,165 hp,78250,USD, 110138,Null,Null,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec210c/id/2950795, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,5457," Burnsville, MN"
Caterpillar,330CL,2003,Excavators,Large Excavators,Null,63500,USD, DKY01913,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330cl/id/2949718, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,10330," Burnsville, MN"
John Deere,35G,2019,Excavators,Mini Excavators,23 hp,47700,USD, 1FF035GXPJK284268, 652,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/35g/id/34930940, BURNSVILLE,MN, 55337,US,RDO Equipment Company,Pilot Controls," Burnsville, MN"
Caterpillar,322L,1994,Excavators,Large Excavators,153 hp,29000,USD, 9RL00138,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/322l/id/12322656, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,11120," Burnsville, MN"
Bobcat,E35,2021,Excavators,Mini Excavators,34 hp,0,USD, B064873,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e35/id/38839838, BURNSVILLE,MN, 55337,US,Tri-State Bobcat,New," Burnsville, MN"
Bobcat,E50,2021,Excavators,Mini Excavators,50 hp,0,USD, B062899,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e50/id/35503387, BURNSVILLE,MN, 55337,US,Tri-State Bobcat,New," Burnsville, MN"
Bobcat,E50,2021,Excavators,Mini Excavators,50 hp,0,USD, B062957,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e50/id/35725989, BURNSVILLE,MN, 55337,US,Tri-State Bobcat,New," Burnsville, MN"
Bobcat,E32I,2021,Excavators,Mini Excavators,Null,0,USD, B062950,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e32i/id/35710628, BURNSVILLE,MN, 55337,US,Tri-State Bobcat,New," Burnsville, MN"
Volvo,EC380EL,2017,Excavators,Large Excavators,Null,0,USD, 311188,Null,Null,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec380el/id/16235539, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,90," Burnsville, MN"
Volvo,EC350EL,2015,Excavators,Large Excavators,Null,0,USD, 310103,Null,Null,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec350el/id/16235538, BURNSVILLE,MN, 55337,US,Nuss Truck & Equipment,1133," Burnsville, MN"
Bobcat,E10,2020,Excavators,Mini Excavators,10 hp,0,USD, H058054, 156,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/e10/id/31797035, BURNSVILLE,MN, 55337,US,Tri-State Bobcat,Used," Burnsville, MN"
Caterpillar,390F,2016,Excavators,Large Excavators,524 hp,739800,USD, MGF00306, 3144,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/390f/id/26995004, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,New," Minneapolis, MN"
Caterpillar,374F,2016,Excavators,Large Excavators,472 hp,495000,USD, DNM00410, 5125,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/374f/id/26995002, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,Null," Minneapolis, MN"
Caterpillar,323FDELIMB,2016,Excavators,Large Excavators,161 hp,388000,USD, XCF01194, 2891,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323fdelimb/id/26995005, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,New," Minneapolis, MN"
Link-Belt,490 X4,2019,Excavators,Large Excavators,Null,385000,USD, 1188, 365,Hours,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/490_x4/id/20636138, MINNEAPOLIS,MN, 55420,US,Hayden-Murphy Equipment Company,Used," Minneapolis, MN"
Link-Belt,490 X4,2019,Excavators,Large Excavators,Null,349000,USD, 1163, 508,Hours,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/490_x4/id/20636137, MINNEAPOLIS,MN, 55420,US,Hayden-Murphy Equipment Company,Used," Minneapolis, MN"
Caterpillar,349F,2015,Excavators,Large Excavators,432 hp,282245,USD, BZ200440, 3852,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f/id/39174681, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,Null," Minneapolis, MN"
Caterpillar,336FL,2016,Excavators,Large Excavators,319 hp,274900,USD, RKB01743, 4000,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336fl/id/39916848, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,Null," Minneapolis, MN"
Caterpillar,349F,2014,Excavators,Large Excavators,432 hp,254700,USD, HPD00119, 4777,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f/id/32914313, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,Good," Minneapolis, MN"
Caterpillar,349F,2016,Excavators,Large Excavators,432 hp,239000,USD, BZ200678, 4806,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f/id/24212759, MINNEAPOLIS,MN, 55420,US,Ziegler CAT,No - WILL BE CLEANED," Minneapolis, MN"
